Train loss,Test loss,Train accuracy,Test accuracy
1.0979238990501121,1.0979270698756156,0.35375,0.35333333333333333
1.0978296123610602,1.0978931322605652,0.3536111111111111,0.35333333333333333
1.097633655777684,1.0977733713635327,0.3536111111111111,0.35333333333333333
1.0977162840631274,1.097964008884317,0.3536111111111111,0.35333333333333333
1.0976364279676367,1.097827823909782,0.3536111111111111,0.35333333333333333
1.0975992947154576,1.097804006034806,0.3536111111111111,0.35333333333333333
1.0975687458780077,1.0978359918622576,0.3536111111111111,0.35333333333333333
1.0975264998718544,1.0978428326414886,0.3536111111111111,0.35333333333333333
1.0975111559585289,1.0978460999635549,0.3536111111111111,0.35333333333333333
1.0975021622799062,1.097847246559414,0.3536111111111111,0.35333333333333333
